metric_name,metric_id,coeff_of_determination,training_time,inference_time
cpu_prct_used,f48e4f1d-9056-4ccb-b392-907b0c226f61,-0.706304378370115,0.00042462348938,5.41210174560547E-05
messages_unacknowledged,8ef003f2-7083-4f24-b296-85f685d797c2,-0.297233842691202,0.000547647476196,6.43730163574219E-05
messages_ready,d57f08db-d7e8-40f8-b9a0-228e6277a5f4,0,0.000451803207397,4.98294830322266E-05
memoryConsumed,dc2f3fe4-5b0b-4bc1-901b-4f6412dd950b,-48.2776340036648,0.000443458557129,5.31673431396484E-05
messages_unacknowledged,f71ffb8a-e342-48ef-99dd-81cb6b806241,0,0.000462532043457,5.22136688232422E-05
messages_unacknowledged,2f41d808-dadf-4329-8ecc-2edbd3b24ce7,100,0.000458002090454,5.24520874023438E-05
consumers,2aa1966e-fa5b-47c3-97a4-f8937da081d8,0,0.000532865524292,6.58035278320312E-05
messages_unacknowledged,e3b72bca-b173-4925-b938-8020cd822dbc,0,0.000457286834717,5.31673431396484E-05
ack,edf1b0c9-0891-43d1-9b19-449ee4b42b8f,-126.166146183477,0.000438690185547,5.43594360351563E-05
ack,9a94b7cf-fc71-4c19-aa05-cc5e820133c9,-469194.80436859,0.000502586364746,5.07831573486328E-05
memoryConsumed,805d99db-7d44-4777-ba76-6f0fb55f7b59,-16.7764502173348,0.000453233718872,5.03063201904297E-05
messages_ready,2d899e74-ca43-48f7-95d4-1b89637241dd,100,0.000461578369141,4.81605529785156E-05
messages_ready,ac964b81-2326-4956-823c-8dd10f543076,-0.068441771923777,0.000531435012817,6.12735748291016E-05
messages,f5efa804-8b41-40c5-8101-34464c02fe7a,-63969.9467114597,0.000473976135254,5.31673431396484E-05
ack,08f9583b-6999-4835-af7d-cf2f82ddcd5d,-2.49003767994969,0.000484704971313,5.05447387695313E-05
cpu_prct_used,05caa75f-8c3b-4c86-a6a9-4bd227060f38,-0.43368451532273,0.000447750091553,4.9591064453125E-05
